1.6,puzzles,4,puzzles,puzzle,puzzle,NC,puzzle,' p u T l e ,puzzles,' p u T l e s ,puzzle,' p u T l e ,puzzles,' p u T l e s ,puzzle,'puTle,puzzles,'puTles
4.69,que,4856,que,que,que,PR,que,k e ,que,k e ,que,' k e ,que,' k e ,que,'ke,que,'ke
4.28,qué,1888,qué,qué,qué,PT,qué,' k e ,qué,' k e ,qué,' k e ,qué,' k e ,qué,'ke,qué,'ke
2.85,queda,70,queda,quedar,quedar,VMI,quedar,k e ' D_o a 4 ,queda,' k e . D_o a ,quedar,k e ' d a 4 ,queda,' k e . d a ,quedar,ke'da4,queda,'ke.da
1.78,quedaba,6,quedaba,quedar,quedar,VMI,quedar,k e ' D_o a 4 ,quedaba,k e ' D_o a . B_o a ,quedar,k e ' d a 4 ,quedaba,k e ' d a . b a ,quedar,ke'da4,quedaba,ke'da.ba
1.48,quedaban,3,quedaban,quedar,quedar,VMI,quedar,k e ' D_o a 4 ,quedaban,k e ' D_o a . B_o a n ,quedar,k e ' d a 4 ,quedaban,k e ' d a . b a n ,quedar,ke'da4,quedaban,ke'da.ban
2,quedado,10,quedado,quedar,quedar,VMP,quedar,k e ' D_o a 4 ,quedado,k e ' D_o a . D_o o ,quedar,k e ' d a 4 ,quedado,k e ' d a . d o ,quedar,ke'da4,quedado,ke'da.do
1.48,quedáis,3,quedáis,quedar,quedar,VMI,quedar,k e ' D_o a 4 ,quedáis,k e ' D_o a i_^ s ,quedar,k e ' d a 4 ,quedáis,k e ' d a i s ,quedar,ke'da4,quedáis,ke'dais
1.48,quedamos,3,quedamos,quedar,quedar,VMI,quedar,k e ' D_o a 4 ,quedamos,k e ' D_o a . m o s ,quedar,k e ' d a 4 ,quedamos,k e ' d a . m o s ,quedar,ke'da4,quedamos,ke'da.mos
2.32,quedan,21,quedan,quedar,quedar,VMI,quedar,k e ' D_o a 4 ,quedan,' k e . D_o a n ,quedar,k e ' d a 4 ,quedan,' k e . d a n ,quedar,ke'da4,quedan,'ke.dan
1,quedaos,1,quedaos,quedar+os,quedar,VMM+PP,quedar,k e ' D_o a 4 ,quedaos,k e ' D_o a . o s ,quedar,k e ' d a 4 ,quedaos,k e ' d a . o s ,quedar,ke'da4,quedaos,ke'da.os
1.85,quedar,7,quedar,quedar,quedar,VMN,quedar,k e ' D_o a 4 ,quedar,k e ' D_o a 4 ,quedar,k e ' d a 4 ,quedar,k e ' d a 4 ,quedar,ke'da4,quedar,ke'da4
1.3,quedarme,2,quedarme,quedar+me,quedar,VMN+PP,quedar,k e ' D_o a 4 ,quedarme,k e ' D_o a 4 . m e ,quedar,k e ' d a 4 ,quedarme,k e ' d a 4 . m e ,quedar,ke'da4,quedarme,ke'da4.me
1,quedaron,1,quedaron,quedar,quedar,VMI,quedar,k e ' D_o a 4 ,quedaron,k e ' D_o a . 4 o n ,quedar,k e ' d a 4 ,quedaron,k e ' d a . 4 o n ,quedar,ke'da4,quedaron,ke'da.4on
1.3,quedas,2,quedas,queda,queda,NC,queda,' k e . D_o a ,quedas,' k e . D_o a s ,queda,' k e . d a ,quedas,' k e . d a s ,queda,'ke.da,quedas,'ke.das
1.3,quédate,2,quédate,quedar+te,quedar,VMM+PP,quedar,k e ' D_o a 4 ,quédate,' k e . D_o a . t e ,quedar,k e ' d a 4 ,quédate,' k e . d a . t e ,quedar,ke'da4,quédate,'ke.da.te
1,quede,1,quede,quedar,quedar,VMS,quedar,k e ' D_o a 4 ,quede,' k e . D_o e ,quedar,k e ' d a 4 ,quede,' k e . d e ,quedar,ke'da4,quede,'ke.de
1.6,quedes,4,quedes,quedar,quedar,VMS,quedar,k e ' D_o a 4 ,quedes,' k e . D_o e s ,quedar,k e ' d a 4 ,quedes,' k e . d e s ,quedar,ke'da4,quedes,'ke.des
1.78,quedo,6,quedo,quedar,quedar,VMI,quedar,k e ' D_o a 4 ,quedo,' k e . D_o o ,quedar,k e ' d a 4 ,quedo,' k e . d o ,quedar,ke'da4,quedo,'ke.do
1,quedó,1,quedó,quedar,quedar,VMI,quedar,k e ' D_o a 4 ,quedó,k e ' D_o o ,quedar,k e ' d a 4 ,quedó,k e ' d o ,quedar,ke'da4,quedó,ke'do
1,queja,1,queja,queja,queja,NC,queja,' k e . x a ,queja,' k e . x a ,queja,' k e . x a ,queja,' k e . x a ,queja,'ke.xa,queja,'ke.xa
2.08,quema,12,quema,quema,quema,NC,quema,' k e . m a ,quema,' k e . m a ,quema,' k e . m a ,quema,' k e . m a ,quema,'ke.ma,quema,'ke.ma
1.3,quemaba,2,quemaba,quemar,quemar,VMI,quemar,k e ' m a 4 ,quemaba,k e ' m a . B_o a ,quemar,k e ' m a 4 ,quemaba,k e ' m a . b a ,quemar,ke'ma4,quemaba,ke'ma.ba
1.3,quemábamos,2,quemábamos,quemar,quemar,VMI,quemar,k e ' m a 4 ,quemábamos,k e ' m a . B_o a . m o s ,quemar,k e ' m a 4 ,quemábamos,k e ' m a . b a . m o s ,quemar,ke'ma4,quemábamos,ke'ma.ba.mos
1.85,quemado,7,quemado,quemar,quemar,VMP,quemar,k e ' m a 4 ,quemado,k e ' m a . D_o o ,quemar,k e ' m a 4 ,quemado,k e ' m a . d o ,quemar,ke'ma4,quemado,ke'ma.do
1,queman,1,queman,quemar,quemar,VMI,quemar,k e ' m a 4 ,queman,' k e . m ~a n ,quemar,k e ' m a 4 ,queman,' k e . m a n ,quemar,ke'ma4,queman,'ke.man
1,quemando,1,quemando,quemar,quemar,VMG,quemar,k e ' m a 4 ,quemando,k e ' m ~a n_d . d o ,quemar,k e ' m a 4 ,quemando,k e ' m a n . d o ,quemar,ke'ma4,quemando,ke'man.do
1.7,quemar,5,quemar,quemar,quemar,VMN,quemar,k e ' m a 4 ,quemar,k e ' m a 4 ,quemar,k e ' m a 4 ,quemar,k e ' m a 4 ,quemar,ke'ma4,quemar,ke'ma4
1,quemará,1,quemará,quemar,quemar,VMI,quemar,k e ' m a 4 ,quemará,k e . m a ' 4 a ,quemar,k e ' m a 4 ,quemará,k e . m a ' 4 a ,quemar,ke'ma4,quemará,ke.ma'4a
1,quemarse,1,quemarse,quemar+se,quemar,VMN+PP,quemar,k e ' m a 4 ,quemarse,k e ' m a 4 . s e ,quemar,k e ' m a 4 ,quemarse,k e ' m a 4 . s e ,quemar,ke'ma4,quemarse,ke'ma4.se
1,quemas,1,quemas,quema,quema,NC,quema,' k e . m a ,quemas,' k e . m a s ,quema,' k e . m a ,quemas,' k e . m a s ,quema,'ke.ma,quemas,'ke.mas
1,queme,1,queme,quemar,quemar,VMS,quemar,k e ' m a 4 ,queme,' k e . m e ,quemar,k e ' m a 4 ,queme,' k e . m e ,quemar,ke'ma4,queme,'ke.me
1.3,quemo,2,quemo,quemar,quemar,VMI,quemar,k e ' m a 4 ,quemo,' k e . m o ,quemar,k e ' m a 4 ,quemo,' k e . m o ,quemar,ke'ma4,quemo,'ke.mo
1.48,quemó,3,quemó,quemar,quemar,VMI,quemar,k e ' m a 4 ,quemó,k e ' m o ,quemar,k e ' m a 4 ,quemó,k e ' m o ,quemar,ke'ma4,quemó,ke'mo
1.3,quepa,2,quepa,caber,caber,VMS,caber,k a ' B_o e 4 ,quepa,' k e . p a ,caber,k a ' b e 4 ,quepa,' k e . p a ,caber,ka'be4,quepa,'ke.pa
1.48,queramos,3,queramos,querer,querer,VMS,querer,k e ' 4 e 4 ,queramos,k e ' 4 a . m o s ,querer,k e ' 4 e 4 ,queramos,k e ' 4 a . m o s ,querer,ke'4e4,queramos,ke'4a.mos
2,queréis,10,queréis,querer,querer,VMI,querer,k e ' 4 e 4 ,queréis,k e ' 4 e i_^ s ,querer,k e ' 4 e 4 ,queréis,k e ' 4 e i s ,querer,ke'4e4,queréis,ke'4eis
2.15,queremos,14,queremos,querer,querer,VMI,querer,k e ' 4 e 4 ,queremos,k e ' 4 e . m o s ,querer,k e ' 4 e 4 ,queremos,k e ' 4 e . m o s ,querer,ke'4e4,queremos,ke'4e.mos
1.48,querer,3,querer,querer,querer,VMN,querer,k e ' 4 e 4 ,querer,k e ' 4 e 4 ,querer,k e ' 4 e 4 ,querer,k e ' 4 e 4 ,querer,ke'4e4,querer,ke'4e4
2.8,quería,63,quería,querer,querer,VMI,querer,k e ' 4 e 4 ,quería,k e ' 4 i a ,querer,k e ' 4 e 4 ,quería,k e ' 4 i a ,querer,ke'4e4,quería,ke'4ia
2.2,querían,16,querían,querer,querer,VMI,querer,k e ' 4 e 4 ,querían,k e ' 4 i a n ,querer,k e ' 4 e 4 ,querían,k e ' 4 i a n ,querer,ke'4e4,querían,ke'4ian
1.6,querías,4,querías,querer,querer,VMI,querer,k e ' 4 e 4 ,querías,k e ' 4 i a s ,querer,k e ' 4 e 4 ,querías,k e ' 4 i a s ,querer,ke'4e4,querías,ke'4ias
1,queriendo,1,queriendo,querer,querer,VMG,querer,k e ' 4 e 4 ,queriendo,k e ' 4 j e n_d . d o ,querer,k e ' 4 e 4 ,queriendo,k e ' 4 j e n . d o ,querer,ke'4e4,queriendo,ke'4jen.do
1,quesitos,1,quesitos,queso,queso,NC,queso,' k e . s o ,quesitos,k e ' s i . t o s ,queso,' k e . s o ,quesitos,k e ' s i . t o s ,queso,'ke.so,quesitos,ke'si.tos
1.85,queso,7,queso,queso,queso,NC,queso,' k e . s o ,queso,' k e . s o ,queso,' k e . s o ,queso,' k e . s o ,queso,'ke.so,queso,'ke.so
1.6,quien,4,quien,quien,quien,PR,quien,k j e n ,quien,k j e n ,quien,' k j e n ,quien,' k j e n ,quien,'kjen,quien,'kjen
3.6,quién,396,quién,quién,quién,PT,quién,' k j e n ,quién,' k j e n ,quién,' k j e n ,quién,' k j e n ,quién,'kjen,quién,'kjen
1.48,quienes,3,quienes,quien,quien,PR,quien,k j e n ,quienes,k j e . n e s ,quien,' k j e n ,quienes,' k j e . n e s ,quien,'kjen,quienes,'kje.nes
1.6,quiénes,4,quiénes,quién,quién,PT,quién,' k j e n ,quiénes,' k j e . n e s ,quién,' k j e n ,quiénes,' k j e . n e s ,quién,'kjen,quiénes,'kje.nes
1.3,quiera,2,quiera,querer,querer,VMS,querer,k e ' 4 e 4 ,quiera,' k j e . 4 a ,querer,k e ' 4 e 4 ,quiera,' k j e . 4 a ,querer,ke'4e4,quiera,'kje.4a
1.78,quieran,6,quieran,querer,querer,VMS,querer,k e ' 4 e 4 ,quieran,' k j e . 4 a n ,querer,k e ' 4 e 4 ,quieran,' k j e . 4 a n ,querer,ke'4e4,quieran,'kje.4an
1.85,quieras,7,quieras,querer,querer,VMS,querer,k e ' 4 e 4 ,quieras,' k j e . 4 a s ,querer,k e ' 4 e 4 ,quieras,' k j e . 4 a s ,querer,ke'4e4,quieras,'kje.4as
3.24,quiere,174,quiere,querer,querer,VMI,querer,k e ' 4 e 4 ,quiere,' k j e . 4 e ,querer,k e ' 4 e 4 ,quiere,' k j e . 4 e ,querer,ke'4e4,quiere,'kje.4e
2.9,quieren,79,quieren,querer,querer,VMI,querer,k e ' 4 e 4 ,quieren,' k j e . 4 e n ,querer,k e ' 4 e 4 ,quieren,' k j e . 4 e n ,querer,ke'4e4,quieren,'kje.4en
3.1,quieres,125,quieres,querer,querer,VMI,querer,k e ' 4 e 4 ,quieres,' k j e . 4 e s ,querer,k e ' 4 e 4 ,quieres,' k j e . 4 e s ,querer,ke'4e4,quieres,'kje.4es
3.49,quiero,306,quiero,querer,querer,VMI,querer,k e ' 4 e 4 ,quiero,' k j e . 4 o ,querer,k e ' 4 e 4 ,quiero,' k j e . 4 o ,querer,ke'4e4,quiero,'kje.4o
1.7,quieta,5,quieta,quieto,quieto,AQ,quieto,' k j e . t o ,quieta,' k j e . t a ,quieto,' k j e . t o ,quieta,' k j e . t a ,quieto,'kje.to,quieta,'kje.ta
1,quietas,1,quietas,quieto,quieto,AQ,quieto,' k j e . t o ,quietas,' k j e . t a s ,quieto,' k j e . t o ,quietas,' k j e . t a s ,quieto,'kje.to,quietas,'kje.tas
1.3,quietecita,2,quietecita,quieto,quieto,AQ,quieto,' k j e . t o ,quietecita,k j e . t e ' T i . t a ,quieto,' k j e . t o ,quietecita,k j e . t e ' T i . t a ,quieto,'kje.to,quietecita,kje.te'Ti.ta
1,quietito,1,quietito,quieto,quieto,AQ,quieto,' k j e . t o ,quietito,k j e ' t i . t o ,quieto,' k j e . t o ,quietito,k j e ' t i . t o ,quieto,'kje.to,quietito,kje'ti.to
1.78,quieto,6,quieto,quieto,quieto,AQ,quieto,' k j e . t o ,quieto,' k j e . t o ,quieto,' k j e . t o ,quieto,' k j e . t o ,quieto,'kje.to,quieto,'kje.to
1.6,quietos,4,quietos,quieto,quieto,AQ,quieto,' k j e . t o ,quietos,' k j e . t o s ,quieto,' k j e . t o ,quietos,' k j e . t o s ,quieto,'kje.to,quietos,'kje.tos
1.3,Quistina,2,quistina,quistina,quistina,NP,quistina,k i s ' t i . n a ,Quistina,k i s ' t i . n a ,quistina,k i s ' t i . n a ,Quistina,k i s ' t i . n a ,quistina,kis'ti.na,Quistina,kis'ti.na
1,Quistinita,1,quistinita,quistinita,quistinita,NP,quistinita,k i s . t i ' n i . t a ,Quistinita,k i s . t i ' n i . t a ,quistinita,k i s . t i ' n i . t a ,Quistinita,k i s . t i ' n i . t a ,quistinita,kis.ti'ni.ta,Quistinita,kis.ti'ni.ta
2.77,quita,59,quita,quitar,quitar,VMI,quitar,k i ' t a 4 ,quita,' k i . t a ,quitar,k i ' t a 4 ,quita,' k i . t a ,quitar,ki'ta4,quita,'ki.ta
1,quitaba,1,quitaba,quitar,quitar,VMI,quitar,k i ' t a 4 ,quitaba,k i ' t a . B_o a ,quitar,k i ' t a 4 ,quitaba,k i ' t a . b a ,quitar,ki'ta4,quitaba,ki'ta.ba
1,quitabas,1,quitabas,quitar,quitar,VMI,quitar,k i ' t a 4 ,quitabas,k i ' t a . B_o a s ,quitar,k i ' t a 4 ,quitabas,k i ' t a . b a s ,quitar,ki'ta4,quitabas,ki'ta.bas
2.26,quitado,18,quitado,quitar,quitar,VMP,quitar,k i ' t a 4 ,quitado,k i ' t a . D_o o ,quitar,k i ' t a 4 ,quitado,k i ' t a . d o ,quitar,ki'ta4,quitado,ki'ta.do
1.3,quítale,2,quítale,quitar+le,quitar,VMM+PP,quitar,k i ' t a 4 ,quítale,' k i . t a . l e ,quitar,k i ' t a 4 ,quítale,' k i . t a . l e ,quitar,ki'ta4,quítale,'ki.ta.le
1.85,quítalo,7,quítalo,quitar+lo,quitar,VMM+PP,quitar,k i ' t a 4 ,quítalo,' k i . t a . l o ,quitar,k i ' t a 4 ,quítalo,' k i . t a . l o ,quitar,ki'ta4,quítalo,'ki.ta.lo
1,quítalos,1,quítalos,quitar+lo,quitar,VMM+PP,quitar,k i ' t a 4 ,quítalos,' k i . t a . l o s ,quitar,k i ' t a 4 ,quítalos,' k i . t a . l o s ,quitar,ki'ta4,quítalos,'ki.ta.los
2.18,quitamos,15,quitamos,quitar,quitar,VMI,quitar,k i ' t a 4 ,quitamos,k i ' t a . m o s ,quitar,k i ' t a 4 ,quitamos,k i ' t a . m o s ,quitar,ki'ta4,quitamos,ki'ta.mos
1.6,quitan,4,quitan,quitar,quitar,VMI,quitar,k i ' t a 4 ,quitan,' k i . t a n ,quitar,k i ' t a 4 ,quitan,' k i . t a n ,quitar,ki'ta4,quitan,'ki.tan
2.69,quitar,49,quitar,quitar,quitar,VMN,quitar,k i ' t a 4 ,quitar,k i ' t a 4 ,quitar,k i ' t a 4 ,quitar,k i ' t a 4 ,quitar,ki'ta4,quitar,ki'ta4
1,quitaremos,1,quitaremos,quitar,quitar,VMI,quitar,k i ' t a 4 ,quitaremos,k i . t a ' 4 e . m o s ,quitar,k i ' t a 4 ,quitaremos,k i . t a ' 4 e . m o s ,quitar,ki'ta4,quitaremos,ki.ta'4e.mos
1.3,quitarle,2,quitarle,quitar+le,quitar,VMN+PP,quitar,k i ' t a 4 ,quitarle,k i ' t a 4 l e ,quitar,k i ' t a 4 ,quitarle,k i ' t a 4 l e ,quitar,ki'ta4,quitarle,ki'ta4le
1.78,quitarlo,6,quitarlo,quitar+lo,quitar,VMN+PP,quitar,k i ' t a 4 ,quitarlo,k i ' t a 4 l o ,quitar,k i ' t a 4 ,quitarlo,k i ' t a 4 l o ,quitar,ki'ta4,quitarlo,ki'ta4lo
1.3,quitarlos,2,quitarlos,quitar+lo,quitar,VMN+PP,quitar,k i ' t a 4 ,quitarlos,k i ' t a 4 l o s ,quitar,k i ' t a 4 ,quitarlos,k i ' t a 4 l o s ,quitar,ki'ta4,quitarlos,ki'ta4los
1,quitarme,1,quitarme,quitar+me,quitar,VMN+PP,quitar,k i ' t a 4 ,quitarme,k i ' t a 4 . m e ,quitar,k i ' t a 4 ,quitarme,k i ' t a 4 . m e ,quitar,ki'ta4,quitarme,ki'ta4.me
1.3,quitas,2,quitas,quita,quita,NC,quita,' k i . t a ,quitas,' k i . t a s ,quita,' k i . t a ,quitas,' k i . t a s ,quita,'ki.ta,quitas,'ki.tas
1.78,quítate,6,quítate,quitar+te,quitar,VMM+PP,quitar,k i ' t a 4 ,quítate,' k i . t a . t e ,quitar,k i ' t a 4 ,quítate,' k i . t a . t e ,quitar,ki'ta4,quítate,'ki.ta.te
1.78,quite,6,quite,quite,quite,NC,quite,' k i . t e ,quite,' k i . t e ,quite,' k i . t e ,quite,' k i . t e ,quite,'ki.te,quite,'ki.te
2.15,quites,14,quites,quite,quite,NC,quite,' k i . t e ,quites,' k i . t e s ,quite,' k i . t e ,quites,' k i . t e s ,quite,'ki.te,quites,'ki.tes
2.45,quito,28,quito,quito,quito,AQ,quito,' k i . t o ,quito,' k i . t o ,quito,' k i . t o ,quito,' k i . t o ,quito,'ki.to,quito,'ki.to
1.3,quitó,2,quitó,quitar,quitar,VMI,quitar,k i ' t a 4 ,quitó,k i ' t o ,quitar,k i ' t a 4 ,quitó,k i ' t o ,quitar,ki'ta4,quitó,ki'to
1,rabito,1,rabito,rabo,rabo,NC,rabo,' r a . B_o o ,rabito,r a ' B_o i . t o ,rabo,' r a . b o ,rabito,r a ' b i . t o ,rabo,'ra.bo,rabito,ra'bi.to
1.48,rabo,3,rabo,rabo,rabo,NC,rabo,' r a . B_o o ,rabo,' r a . B_o o ,rabo,' r a . b o ,rabo,' r a . b o ,rabo,'ra.bo,rabo,'ra.bo
1,radiador,1,radiador,radiador,radiador,NC,radiador,r a . D_o j a ' D_o o 4 ,radiador,r a . D_o j a ' D_o o 4 ,radiador,r a . d j a ' d o 4 ,radiador,r a . d j a ' d o 4 ,radiador,ra.dja'do4,radiador,ra.dja'do4
1.7,rama,5,rama,rama,rama,NC,rama,' r a . m a ,rama,' r a . m a ,rama,' r a . m a ,rama,' r a . m a ,rama,'ra.ma,rama,'ra.ma
1.3,ramas,2,ramas,rama,rama,NC,rama,' r a . m a ,ramas,' r a . m a s ,rama,' r a . m a ,ramas,' r a . m a s ,rama,'ra.ma,ramas,'ra.mas
1.48,ramillete,3,ramillete,ramillete,ramillete,NC,ramillete,r a . m i ' j\\ e . t e ,ramillete,r a . m i ' j\\ e . t e ,ramillete,r a . m i ' L e . t e ,ramillete,r a . m i ' L e . t e ,ramillete,ra.mi'Le.te,ramillete,ra.mi'Le.te
1,Ramilletes,1,ramilletes,ramillete,ramillete,NC,ramillete,r a . m i ' j\\ e . t e ,Ramilletes,r a . m i ' j\\ e . t e s ,ramillete,r a . m i ' L e . t e ,Ramilletes,r a . m i ' L e . t e s ,ramillete,ra.mi'Le.te,Ramilletes,ra.mi'Le.tes
1,ramita,1,ramita,rama,rama,NC,rama,' r a . m a ,ramita,r a ' m i . t a ,rama,' r a . m a ,ramita,r a ' m i . t a ,rama,'ra.ma,ramita,ra'mi.ta
1,ramo,1,ramo,ramo,ramo,NC,ramo,' r a . m o ,ramo,' r a . m o ,ramo,' r a . m o ,ramo,' r a . m o ,ramo,'ra.mo,ramo,'ra.mo
1,ramos,1,ramos,ramo,ramo,NC,ramo,' r a . m o ,ramos,' r a . m o s ,ramo,' r a . m o ,ramos,' r a . m o s ,ramo,'ra.mo,ramos,'ra.mos
1.7,rampa,5,rampa,rampa,rampa,NC,rampa,' r a m . p a ,rampa,' r a m . p a ,rampa,' r a m . p a ,rampa,' r a m . p a ,rampa,'ram.pa,rampa,'ram.pa
2.94,rana,87,rana,rana,rana,NC,rana,' r a . n a ,rana,' r a . n a ,rana,' r a . n a ,rana,' r a . n a ,rana,'ra.na,rana,'ra.na
1.7,ranas,5,ranas,rana,rana,NC,rana,' r a . n a ,ranas,' r a . n a s ,rana,' r a . n a ,ranas,' r a . n a s ,rana,'ra.na,ranas,'ra.nas
1,Ranger,1,ranger,ranger,ranger,NP,ranger,r a n_g ' x e 4 ,Ranger,r a n_g ' x e 4 ,ranger,r a n ' x e 4 ,Ranger,r a n ' x e 4 ,ranger,ran'xe4,Ranger,ran'xe4
1.6,ranita,4,ranita,ranita,ranita,NC,ranita,r a ' n i . t a ,ranita,r a ' n i . t a ,ranita,r a ' n i . t a ,ranita,r a ' n i . t a ,ranita,ra'ni.ta,ranita,ra'ni.ta
2.34,rápido,22,rápido,rápido,rápido,AQ,rápido,' r a . p i . D_o o ,rápido,' r a . p i . D_o o ,rápido,' r a . p i . d o ,rápido,' r a . p i . d o ,rápido,'ra.pi.do,rápido,'ra.pi.do
1,Raquel,1,raquel,raquel,raquel,NP,raquel,r a ' k e l ,Raquel,r a ' k e l ,raquel,r a ' k e l ,Raquel,r a ' k e l ,raquel,ra'kel,Raquel,ra'kel
1.7,raqueta,5,raqueta,raqueta,raqueta,NC,raqueta,r a ' k e . t a ,raqueta,r a ' k e . t a ,raqueta,r a ' k e . t a ,raqueta,r a ' k e . t a ,raqueta,ra'ke.ta,raqueta,ra'ke.ta
1,raquetas,1,raquetas,raqueta,raqueta,NC,raqueta,r a ' k e . t a ,raquetas,r a ' k e . t a s ,raqueta,r a ' k e . t a ,raquetas,r a ' k e . t a s ,raqueta,ra'ke.ta,raquetas,ra'ke.tas
1,rara,1,rara,raro,raro,AQ,raro,' r a . 4 o ,rara,' r a . 4 a ,raro,' r a . 4 o ,rara,' r a . 4 a ,raro,'ra.4o,rara,'ra.4a
1,raro,1,raro,raro,raro,AQ,raro,' r a . 4 o ,raro,' r a . 4 o ,raro,' r a . 4 o ,raro,' r a . 4 o ,raro,'ra.4o,raro,'ra.4o
1,Ras,1,ras,ras,ras,NC,ras,' r a s ,Ras,' r a s ,ras,' r a s ,Ras,' r a s ,ras,'ras,Ras,'ras
1.3,ratico,2,ratico,rato,rato,NC,rato,' r a . t o ,ratico,r a ' t i . k o ,rato,' r a . t o ,ratico,r a ' t i . k o ,rato,'ra.to,ratico,ra'ti.ko
1.6,ratito,4,ratito,rato,rato,NC,rato,' r a . t o ,ratito,r a ' t i . t o ,rato,' r a . t o ,ratito,r a ' t i . t o ,rato,'ra.to,ratito,ra'ti.to
2.41,rato,26,rato,rato,rato,NC,rato,' r a . t o ,rato,' r a . t o ,rato,' r a . t o ,rato,' r a . t o ,rato,'ra.to,rato,'ra.to
1.6,ratón,4,ratón,ratón,ratón,NC,ratón,r a ' t o n ,ratón,r a ' t o n ,ratón,r a ' t o n ,ratón,r a ' t o n ,ratón,ra'ton,ratón,ra'ton
1.3,ratones,2,ratones,ratón,ratón,NC,ratón,r a ' t o n ,ratones,r a ' t o . n e s ,ratón,r a ' t o n ,ratones,r a ' t o . n e s ,ratón,ra'ton,ratones,ra'to.nes
1.7,raya,5,raya,rayar,rayar,VMI,rayar,r a ' j\\ a 4 ,raya,' r a . j\\ a ,rayar,r a ' L a 4 ,raya,' r a . L a ,rayar,ra'La4,raya,'ra.La
1.9,rayas,8,rayas,raya,raya,NC,raya,' r a . j\\ a ,rayas,' r a . j\\ a s ,raya,' r a . L a ,rayas,' r a . L a s ,raya,'ra.La,rayas,'ra.Las
1,rayita,1,rayita,raya,raya,NC,raya,' r a . j\\ a ,rayita,r a ' j\\ i . t a ,raya,' r a . L a ,rayita,r a ' L i . t a ,raya,'ra.La,rayita,ra'Li.ta
1.48,rayos,3,rayos,rayo,rayo,NC,rayo,' r a . j\\ o ,rayos,' r a . j\\ o s ,rayo,' r a . L o ,rayos,' r a . L o s ,rayo,'ra.Lo,rayos,'ra.Los
1,razón,1,razón,razón,razón,NC,razón,r a ' T o n ,razón,r a ' T o n ,razón,r a ' T o n ,razón,r a ' T o n ,razón,ra'Ton,razón,ra'Ton
1,recoge,1,recoge,recoger,recoger,VMI,recoger,r e . k o ' x e 4 ,recoge,r e ' k o . x e ,recoger,r e . k o ' x e 4 ,recoge,r e ' k o . x e ,recoger,re.ko'xe4,recoge,re'ko.xe
1.6,recogemos,4,recogemos,recoger,recoger,VMI,recoger,r e . k o ' x e 4 ,recogemos,r e . k o ' x e . m o s ,recoger,r e . k o ' x e 4 ,recogemos,r e . k o ' x e . m o s ,recoger,re.ko'xe4,recogemos,re.ko'xe.mos
1.3,recogen,2,recogen,recoger,recoger,VMI,recoger,r e . k o ' x e 4 ,recogen,r e ' k o . x e n ,recoger,r e . k o ' x e 4 ,recogen,r e ' k o . x e n ,recoger,re.ko'xe4,recogen,re'ko.xen
2.18,recoger,15,recoger,recoger,recoger,VMN,recoger,r e . k o ' x e 4 ,recoger,r e . k o ' x e 4 ,recoger,r e . k o ' x e 4 ,recoger,r e . k o ' x e 4 ,recoger,re.ko'xe4,recoger,re.ko'xe4
1,recogeré,1,recogeré,recoger,recoger,VMI,recoger,r e . k o ' x e 4 ,recogeré,r e . k o . x e ' 4 e ,recoger,r e . k o ' x e 4 ,recogeré,r e . k o . x e ' 4 e ,recoger,re.ko'xe4,recogeré,re.ko.xe'4e
1,recogerla,1,recogerla,recoger+lo,recoger,VMN+PP,recoger,r e . k o ' x e 4 ,recogerla,r e . k o ' x e 4 l a ,recoger,r e . k o ' x e 4 ,recogerla,r e . k o ' x e 4 l a ,recoger,re.ko'xe4,recogerla,re.ko'xe4la
1,recogerlas,1,recogerlas,recoger+lo,recoger,VMN+PP,recoger,r e . k o ' x e 4 ,recogerlas,r e . k o ' x e 4 l a s ,recoger,r e . k o ' x e 4 ,recogerlas,r e . k o ' x e 4 l a s ,recoger,re.ko'xe4,recogerlas,re.ko'xe4las
1,recogía,1,recogía,recoger,recoger,VMI,recoger,r e . k o ' x e 4 ,recogía,r e . k o ' x i a ,recoger,r e . k o ' x e 4 ,recogía,r e . k o ' x i a ,recoger,re.ko'xe4,recogía,re.ko'xia
1.7,recogiendo,5,recogiendo,recoger,recoger,VMG,recoger,r e . k o ' x e 4 ,recogiendo,r e . k o ' x j e n_d . d o ,recoger,r e . k o ' x e 4 ,recogiendo,r e . k o ' x j e n . d o ,recoger,re.ko'xe4,recogiendo,re.ko'xjen.do
1.6,recojo,4,recojo,recoger,recoger,VMI,recoger,r e . k o ' x e 4 ,recojo,r e ' k o . x o ,recoger,r e . k o ' x e 4 ,recojo,r e ' k o . x o ,recoger,re.ko'xe4,recojo,re'ko.xo
1,recortarlo,1,recortarlo,recortar+lo,recortar,VMN+PP,recortar,r e . k o 4 ' t a 4 ,recortarlo,r e . k o 4 ' t a 4 l o ,recortar,r e . k o 4 ' t a 4 ,recortarlo,r e . k o 4 ' t a 4 l o ,recortar,re.ko4'ta4,recortarlo,re.ko4'ta4lo
2.18,recreo,15,recreo,recreo,recreo,NC,recreo,r e ' k 4 e . o ,recreo,r e ' k 4 e . o ,recreo,r e ' k 4 e . o ,recreo,r e ' k 4 e . o ,recreo,re'k4e.o,recreo,re'k4e.o
1.3,red,2,red,red,red,NC,red,' r e D ,red,' r e D ,red,' r e d ,red,' r e d ,red,'red,red,'red
