5.07,a,11653,a,a,a,SP,a,a ,a,a ,a,' a ,a,' a ,a,'a,a,'a
1,trabajaba,1,trabajaba,trabajar,trabajar,VMI,trabajar,t 4 a . B_o a ' x a 4 ,trabajaba,t 4 a . B_o a ' x a . B_o a ,trabajar,t 4 a . b a ' x a 4 ,trabajaba,t 4 a . b a ' x a . b a ,trabajar,t4a.ba'xa4,trabajaba,t4a.ba'xa.ba
1.95,trabajado,9,trabajado,trabajar,trabajar,VMP,trabajar,t 4 a . B_o a ' x a 4 ,trabajado,t 4 a . B_o a ' x a . D_o o ,trabajar,t 4 a . b a ' x a 4 ,trabajado,t 4 a . b a ' x a . d o ,trabajar,t4a.ba'xa4,trabajado,t4a.ba'xa.do
1,trabajador,1,trabajador,trabajador,trabajador,NC,trabajador,t 4 a . B_o a . x a ' D_o o 4 ,trabajador,t 4 a . B_o a . x a ' D_o o 4 ,trabajador,t 4 a . b a . x a ' d o 4 ,trabajador,t 4 a . b a . x a ' d o 4 ,trabajador,t4a.ba.xa'do4,trabajador,t4a.ba.xa'do4
1,trabajadores,1,trabajadores,trabajador,trabajador,NC,trabajador,t 4 a . B_o a . x a ' D_o o 4 ,trabajadores,t 4 a . B_o a . x a ' D_o o . 4 e s ,trabajador,t 4 a . b a . x a ' d o 4 ,trabajadores,t 4 a . b a . x a ' d o . 4 e s ,trabajador,t4a.ba.xa'do4,trabajadores,t4a.ba.xa'do.4es
1.78,trabajan,6,trabajan,trabajar,trabajar,VMI,trabajar,t 4 a . B_o a ' x a 4 ,trabajan,t 4 a ' B_o a . x a n ,trabajar,t 4 a . b a ' x a 4 ,trabajan,t 4 a ' b a . x a n ,trabajar,t4a.ba'xa4,trabajan,t4a'ba.xan
2.15,trabajando,14,trabajando,trabajar,trabajar,VMG,trabajar,t 4 a . B_o a ' x a 4 ,trabajando,t 4 a . B_o a ' x a n_d . d o ,trabajar,t 4 a . b a ' x a 4 ,trabajando,t 4 a . b a ' x a n . d o ,trabajar,t4a.ba'xa4,trabajando,t4a.ba'xan.do
2.74,trabajar,55,trabajar,trabajar,trabajar,VMN,trabajar,t 4 a . B_o a ' x a 4 ,trabajar,t 4 a . B_o a ' x a 4 ,trabajar,t 4 a . b a ' x a 4 ,trabajar,t 4 a . b a ' x a 4 ,trabajar,t4a.ba'xa4,trabajar,t4a.ba'xa4
2.04,trabajo,11,trabajo,trabajo,trabajo,NC,trabajo,t 4 a ' B_o a . x o ,trabajo,t 4 a ' B_o a . x o ,trabajo,t 4 a ' b a . x o ,trabajo,t 4 a ' b a . x o ,trabajo,t4a'ba.xo,trabajo,t4a'ba.xo
1.6,trabajos,4,trabajos,trabajo,trabajo,NC,trabajo,t 4 a ' B_o a . x o ,trabajos,t 4 a ' B_o a . x o s ,trabajo,t 4 a ' b a . x o ,trabajos,t 4 a ' b a . x o s ,trabajo,t4a'ba.xo,trabajos,t4a'ba.xos
1,tractor,1,tractor,tractor,tractor,NC,tractor,t 4 a g ' t o 4 ,tractor,t 4 a g ' t o 4 ,tractor,t 4 a g ' t o 4 ,tractor,t 4 a g ' t o 4 ,tractor,t4ag'to4,tractor,t4ag'to4
2.96,trae,91,trae,traer,traer,VMI,traer,t 4 a ' e 4 ,trae,' t 4 a . e ,traer,t 4 a ' e 4 ,trae,' t 4 a . e ,traer,t4a'e4,trae,'t4a.e
1,traed,1,traed,traer,traer,VMM,traer,t 4 a ' e 4 ,traed,t 4 a ' e D ,traer,t 4 a ' e 4 ,traed,t 4 a ' e d ,traer,t4a'e4,traed,t4a'ed
1,traedlo,1,traedlo,traer+lo,traer,VMM+PP,traer,t 4 a ' e 4 ,traedlo,t 4 a ' e . D_o l o ,traer,t 4 a ' e 4 ,traedlo,t 4 a ' e . d l o ,traer,t4a'e4,traedlo,t4a'e.dlo
1,traéis,1,traéis,traer,traer,VMI,traer,t 4 a ' e 4 ,traéis,t 4 a ' e i_^ s ,traer,t 4 a ' e 4 ,traéis,t 4 a ' e i s ,traer,t4a'e4,traéis,t4a'eis
1.48,tráelo,3,tráelo,traer+lo,traer,VMM+PP,traer,t 4 a ' e 4 ,tráelo,' t 4 a . e . l o ,traer,t 4 a ' e 4 ,tráelo,' t 4 a . e . l o ,traer,t4a'e4,tráelo,'t4a.e.lo
1.6,tráelos,4,tráelos,traer+lo,traer,VMM+PP,traer,t 4 a ' e 4 ,tráelos,' t 4 a . e . l o s ,traer,t 4 a ' e 4 ,tráelos,' t 4 a . e . l o s ,traer,t4a'e4,tráelos,'t4a.e.los
1,traeme,1,traeme,traer+me,traer,VMM+PP,traer,t 4 a ' e 4 ,traeme,t 4 a ' e . m e ,traer,t 4 a ' e 4 ,traeme,t 4 a ' e . m e ,traer,t4a'e4,traeme,t4a'e.me
1.3,tráeme,2,tráeme,traer+me,traer,VMM+PP,traer,t 4 a ' e 4 ,tráeme,' t 4 a . e . m e ,traer,t 4 a ' e 4 ,tráeme,' t 4 a . e . m e ,traer,t4a'e4,tráeme,'t4a.e.me
1,tráemelo,1,tráemelo,traer+me+lo,traer,VMM+PP+PP,traer,t 4 a ' e 4 ,tráemelo,' t 4 a . e . m e . l o ,traer,t 4 a ' e 4 ,tráemelo,' t 4 a . e . m e . l o ,traer,t4a'e4,tráemelo,'t4a.e.me.lo
1.3,traemos,2,traemos,traer,traer,VMI,traer,t 4 a ' e 4 ,traemos,t 4 a ' e . m o s ,traer,t 4 a ' e 4 ,traemos,t 4 a ' e . m o s ,traer,t4a'e4,traemos,t4a'e.mos
2.28,traen,19,traen,traer,traer,VMI,traer,t 4 a ' e 4 ,traen,' t 4 a . e n ,traer,t 4 a ' e 4 ,traen,' t 4 a . e n ,traer,t4a'e4,traen,'t4a.en
2.4,traer,25,traer,traer,traer,VMN,traer,t 4 a ' e 4 ,traer,t 4 a ' e 4 ,traer,t 4 a ' e 4 ,traer,t 4 a ' e 4 ,traer,t4a'e4,traer,t4a'e4
1.3,traerá,2,traerá,traer,traer,VMI,traer,t 4 a ' e 4 ,traerá,t 4 a . e ' 4 a ,traer,t 4 a ' e 4 ,traerá,t 4 a . e ' 4 a ,traer,t4a'e4,traerá,t4a.e'4a
1.3,traerán,2,traerán,traer,traer,VMI,traer,t 4 a ' e 4 ,traerán,t 4 a . e ' 4 a n ,traer,t 4 a ' e 4 ,traerán,t 4 a . e ' 4 a n ,traer,t4a'e4,traerán,t4a.e'4an
1,traerás,1,traerás,traer,traer,VMI,traer,t 4 a ' e 4 ,traerás,t 4 a . e ' 4 a s ,traer,t 4 a ' e 4 ,traerás,t 4 a . e ' 4 a s ,traer,t4a'e4,traerás,t4a.e'4as
1,traerle,1,traerle,traer+le,traer,VMN+PP,traer,t 4 a ' e 4 ,traerle,t 4 a ' e 4 l e ,traer,t 4 a ' e 4 ,traerle,t 4 a ' e 4 l e ,traer,t4a'e4,traerle,t4a'e4le
1,traerlo,1,traerlo,traer+lo,traer,VMN+PP,traer,t 4 a ' e 4 ,traerlo,t 4 a ' e 4 l o ,traer,t 4 a ' e 4 ,traerlo,t 4 a ' e 4 l o ,traer,t4a'e4,traerlo,t4a'e4lo
1.9,traes,8,traes,traer,traer,VMI,traer,t 4 a ' e 4 ,traes,' t 4 a . e s ,traer,t 4 a ' e 4 ,traes,' t 4 a . e s ,traer,t4a'e4,traes,'t4a.es
1,tráete,1,tráete,traer+te,traer,VMM+PP,traer,t 4 a ' e 4 ,tráete,' t 4 a . e . t e ,traer,t 4 a ' e 4 ,tráete,' t 4 a . e . t e ,traer,t4a'e4,tráete,'t4a.e.te
1.85,traía,7,traía,traer,traer,VMI,traer,t 4 a ' e 4 ,traía,t 4 a ' i a ,traer,t 4 a ' e 4 ,traía,t 4 a ' i a ,traer,t4a'e4,traía,t4a'ia
1.6,traido,4,traido,traido,traido,VMP,traido,' t 4 a i_^ . D_o o ,traido,' t 4 a i_^ . D_o o ,traido,' t 4 a i . d o ,traido,' t 4 a i . d o ,traido,'t4ai.do,traido,'t4ai.do
2.52,traído,33,traído,traer,traer,VMP,traer,t 4 a ' e 4 ,traído,t 4 a ' i . D_o o ,traer,t 4 a ' e 4 ,traído,t 4 a ' i . d o ,traer,t4a'e4,traído,t4a'i.do
1.6,traiga,4,traiga,traer,traer,VMS,traer,t 4 a ' e 4 ,traiga,' t 4 a i_^ . G_o a ,traer,t 4 a ' e 4 ,traiga,' t 4 a i . g a ,traer,t4a'e4,traiga,'t4ai.ga
1.3,traigan,2,traigan,traer,traer,VMS,traer,t 4 a ' e 4 ,traigan,' t 4 a i_^ . G_o a n ,traer,t 4 a ' e 4 ,traigan,' t 4 a i . g a n ,traer,t4a'e4,traigan,'t4ai.gan
1.3,traigas,2,traigas,traer,traer,VMS,traer,t 4 a ' e 4 ,traigas,' t 4 a i_^ . G_o a s ,traer,t 4 a ' e 4 ,traigas,' t 4 a i . g a s ,traer,t4a'e4,traigas,'t4ai.gas
1.7,traigo,5,traigo,traer,traer,VMI,traer,t 4 a ' e 4 ,traigo,' t 4 a i_^ . G_o o ,traer,t 4 a ' e 4 ,traigo,' t 4 a i . g o ,traer,t4a'e4,traigo,'t4ai.go
1.3,traje,2,traje,traje,traje,NC,traje,' t 4 a . x e ,traje,' t 4 a . x e ,traje,' t 4 a . x e ,traje,' t 4 a . x e ,traje,'t4a.xe,traje,'t4a.xe
1.3,trajeron,2,trajeron,traer,traer,VMI,traer,t 4 a ' e 4 ,trajeron,t 4 a ' x e . 4 o n ,traer,t 4 a ' e 4 ,trajeron,t 4 a ' x e . 4 o n ,traer,t4a'e4,trajeron,t4a'xe.4on
1.3,trajes,2,trajes,traje,traje,NC,traje,' t 4 a . x e ,trajes,' t 4 a . x e s ,traje,' t 4 a . x e ,trajes,' t 4 a . x e s ,traje,'t4a.xe,trajes,'t4a.xes
1.3,trajimos,2,trajimos,traer,traer,VMI,traer,t 4 a ' e 4 ,trajimos,t 4 a ' x i . m o s ,traer,t 4 a ' e 4 ,trajimos,t 4 a ' x i . m o s ,traer,t4a'e4,trajimos,t4a'xi.mos
1,trajiste,1,trajiste,traer,traer,VMI,traer,t 4 a ' e 4 ,trajiste,t 4 a ' x i s . t e ,traer,t 4 a ' e 4 ,trajiste,t 4 a ' x i s . t e ,traer,t4a'e4,trajiste,t4a'xis.te
1.7,trampa,5,trampa,trampa,trampa,NC,trampa,' t 4 a m . p a ,trampa,' t 4 a m . p a ,trampa,' t 4 a m . p a ,trampa,' t 4 a m . p a ,trampa,'t4am.pa,trampa,'t4am.pa
1,trampilla,1,trampilla,trampilla,trampilla,NC,trampilla,t 4 a m ' p i . j\\ a ,trampilla,t 4 a m ' p i . j\\ a ,trampilla,t 4 a m ' p i . L a ,trampilla,t 4 a m ' p i . L a ,trampilla,t4am'pi.La,trampilla,t4am'pi.La
1.3,trampolín,2,trampolín,trampolín,trampolín,NC,trampolín,t 4 a m . p o ' l i n ,trampolín,t 4 a m . p o ' l i n ,trampolín,t 4 a m . p o ' l i n ,trampolín,t 4 a m . p o ' l i n ,trampolín,t4am.po'lin,trampolín,t4am.po'lin
1.6,tranquila,4,tranquila,tranquilo,tranquilo,AQ,tranquilo,t 4 a n_g ' k i . l o ,tranquila,t 4 a n_g ' k i . l a ,tranquilo,t 4 a n ' k i . l o ,tranquila,t 4 a n ' k i . l a ,tranquilo,t4an'ki.lo,tranquila,t4an'ki.la
1.3,tranquilamente,2,tranquilamente,tranquilamente,tranquilamente,RG,tranquilamente,t 4 a n_g . k i . l a ' m ~e n_d . t e ,tranquilamente,t 4 a n_g . k i . l a ' m ~e n_d . t e ,tranquilamente,t 4 a n . k i . l a ' m e n . t e ,tranquilamente,t 4 a n . k i . l a ' m e n . t e ,tranquilamente,t4an.ki.la'men.te,tranquilamente,t4an.ki.la'men.te
1,tranquilita,1,tranquilita,tranquilo,tranquilo,AQ,tranquilo,t 4 a n_g ' k i . l o ,tranquilita,t 4 a n_g . k i ' l i . t a ,tranquilo,t 4 a n ' k i . l o ,tranquilita,t 4 a n . k i ' l i . t a ,tranquilo,t4an'ki.lo,tranquilita,t4an.ki'li.ta
1.7,tranquilo,5,tranquilo,tranquilo,tranquilo,AQ,tranquilo,t 4 a n_g ' k i . l o ,tranquilo,t 4 a n_g ' k i . l o ,tranquilo,t 4 a n ' k i . l o ,tranquilo,t 4 a n ' k i . l o ,tranquilo,t4an'ki.lo,tranquilo,t4an'ki.lo
1.3,tranquilos,2,tranquilos,tranquilo,tranquilo,AQ,tranquilo,t 4 a n_g ' k i . l o ,tranquilos,t 4 a n_g ' k i . l o s ,tranquilo,t 4 a n ' k i . l o ,tranquilos,t 4 a n ' k i . l o s ,tranquilo,t4an'ki.lo,tranquilos,t4an'ki.los
1,trasero,1,trasero,trasero,trasero,AQ,trasero,t 4 a ' s e . 4 o ,trasero,t 4 a ' s e . 4 o ,trasero,t 4 a ' s e . 4 o ,trasero,t 4 a ' s e . 4 o ,trasero,t4a'se.4o,trasero,t4a'se.4o
1,traste,1,traste,traste,traste,NC,traste,' t 4 a s . t e ,traste,' t 4 a s . t e ,traste,' t 4 a s . t e ,traste,' t 4 a s . t e ,traste,'t4as.te,traste,'t4as.te
1,trastero,1,trastero,trastero,trastero,NC,trastero,t 4 a s ' t e . 4 o ,trastero,t 4 a s ' t e . 4 o ,trastero,t 4 a s ' t e . 4 o ,trastero,t 4 a s ' t e . 4 o ,trastero,t4as'te.4o,trastero,t4as'te.4o
1.3,trasto,2,trasto,trasto,trasto,NC,trasto,' t 4 a s . t o ,trasto,' t 4 a s . t o ,trasto,' t 4 a s . t o ,trasto,' t 4 a s . t o ,trasto,'t4as.to,trasto,'t4as.to
1,trastos,1,trastos,trasto,trasto,NC,trasto,' t 4 a s . t o ,trastos,' t 4 a s . t o s ,trasto,' t 4 a s . t o ,trastos,' t 4 a s . t o s ,trasto,'t4as.to,trastos,'t4as.tos
1,trata,1,trata,tratar,tratar,VMI,tratar,t 4 a ' t a 4 ,trata,' t 4 a . t a ,tratar,t 4 a ' t a 4 ,trata,' t 4 a . t a ,tratar,t4a'ta4,trata,'t4a.ta
1,trataba,1,trataba,tratar,tratar,VMI,tratar,t 4 a ' t a 4 ,trataba,t 4 a ' t a . B_o a ,tratar,t 4 a ' t a 4 ,trataba,t 4 a ' t a . b a ,tratar,t4a'ta4,trataba,t4a'ta.ba
1,tratando,1,tratando,tratar,tratar,VMG,tratar,t 4 a ' t a 4 ,tratando,t 4 a ' t a n_d . d o ,tratar,t 4 a ' t a 4 ,tratando,t 4 a ' t a n . d o ,tratar,t4a'ta4,tratando,t4a'tan.do
1,través,1,través,través,través,NC,través,t 4 a ' B_o e s ,través,t 4 a ' B_o e s ,través,t 4 a ' b e s ,través,t 4 a ' b e s ,través,t4a'bes,través,t4a'bes
1.3,travesura,2,travesura,travesura,travesura,NC,travesura,t 4 a . B_o e ' s u . 4 a ,travesura,t 4 a . B_o e ' s u . 4 a ,travesura,t 4 a . b e ' s u . 4 a ,travesura,t 4 a . b e ' s u . 4 a ,travesura,t4a.be'su.4a,travesura,t4a.be'su.4a
1.48,travieso,3,travieso,travieso,travieso,AQ,travieso,t 4 a ' B_o j e . s o ,travieso,t 4 a ' B_o j e . s o ,travieso,t 4 a ' b j e . s o ,travieso,t 4 a ' b j e . s o ,travieso,t4a'bje.so,travieso,t4a'bje.so
1,trayendo,1,trayendo,traer,traer,VMG,traer,t 4 a ' e 4 ,trayendo,t 4 a ' j\\ e n_d . d o ,traer,t 4 a ' e 4 ,trayendo,t 4 a ' L e n . d o ,traer,t4a'e4,trayendo,t4a'Len.do
1,trece,1,trece,trece,trece,Z,trece,' t 4 e . T e ,trece,' t 4 e . T e ,trece,' t 4 e . T e ,trece,' t 4 e . T e ,trece,'t4e.Te,trece,'t4e.Te
1,treinta,1,treinta,treinta,treinta,Z,treinta,' t 4 e i_^ n_d . t a ,treinta,' t 4 e i_^ n_d . t a ,treinta,' t 4 e i n . t a ,treinta,' t 4 e i n . t a ,treinta,'t4ein.ta,treinta,'t4ein.ta
2.91,tren,82,tren,tren,tren,NC,tren,' t 4 e n ,tren,' t 4 e n ,tren,' t 4 e n ,tren,' t 4 e n ,tren,'t4en,tren,'t4en
1.78,trenes,6,trenes,tren,tren,NC,tren,' t 4 e n ,trenes,' t 4 e . n e s ,tren,' t 4 e n ,trenes,' t 4 e . n e s ,tren,'t4en,trenes,'t4e.nes
1.48,trenzas,3,trenzas,trenza,trenza,NC,trenza,' t 4 e n_d_+ . T a ,trenzas,' t 4 e n_d_+ . T a s ,trenza,' t 4 e n . T a ,trenzas,' t 4 e n . T a s ,trenza,'t4en.Ta,trenzas,'t4en.Tas
3.01,tres,103,tres,tres,tres,Z,tres,' t 4 e s ,tres,' t 4 e s ,tres,' t 4 e s ,tres,' t 4 e s ,tres,'t4es,tres,'t4es
1.3,triciclo,2,triciclo,triciclo,triciclo,NC,triciclo,t 4 i ' T i . k l o ,triciclo,t 4 i ' T i . k l o ,triciclo,t 4 i ' T i . k l o ,triciclo,t 4 i ' T i . k l o ,triciclo,t4i'Ti.klo,triciclo,t4i'Ti.klo
3.03,trineo,107,trineo,trineo,trineo,NC,trineo,t 4 i ' n e . o ,trineo,t 4 i ' n e . o ,trineo,t 4 i ' n e . o ,trineo,t 4 i ' n e . o ,trineo,t4i'ne.o,trineo,t4i'ne.o
1.85,trineos,7,trineos,trineo,trineo,NC,trineo,t 4 i ' n e . o ,trineos,t 4 i ' n e . o s ,trineo,t 4 i ' n e . o ,trineos,t 4 i ' n e . o s ,trineo,t4i'ne.o,trineos,t4i'ne.os
2.08,tripa,12,tripa,tripa,tripa,NC,tripa,' t 4 i . p a ,tripa,' t 4 i . p a ,tripa,' t 4 i . p a ,tripa,' t 4 i . p a ,tripa,'t4i.pa,tripa,'t4i.pa
1.48,tripita,3,tripita,tripita,tripita,NC,tripita,t 4 i ' p i . t a ,tripita,t 4 i ' p i . t a ,tripita,t 4 i ' p i . t a ,tripita,t 4 i ' p i . t a ,tripita,t4i'pi.ta,tripita,t4i'pi.ta
1,Tristán,1,tristán,tristán,tristán,NP,tristán,t 4 i s ' t a n ,Tristán,t 4 i s ' t a n ,tristán,t 4 i s ' t a n ,Tristán,t 4 i s ' t a n ,tristán,t4is'tan,Tristán,t4is'tan
2.85,triste,70,triste,triste,triste,AQ,triste,' t 4 i s . t e ,triste,' t 4 i s . t e ,triste,' t 4 i s . t e ,triste,' t 4 i s . t e ,triste,'t4is.te,triste,'t4is.te
1.9,tristes,8,tristes,triste,triste,AQ,triste,' t 4 i s . t e ,tristes,' t 4 i s . t e s ,triste,' t 4 i s . t e ,tristes,' t 4 i s . t e s ,triste,'t4is.te,tristes,'t4is.tes
1,tristísimo,1,tristísimo,triste,triste,AQ,triste,' t 4 i s . t e ,tristísimo,t 4 i s ' t i . s i . m o ,triste,' t 4 i s . t e ,tristísimo,t 4 i s ' t i . s i . m o ,triste,'t4is.te,tristísimo,t4is'ti.si.mo
1.95,trocito,9,trocito,trocito,trocito,NC,trocito,t 4 o ' T i . t o ,trocito,t 4 o ' T i . t o ,trocito,t 4 o ' T i . t o ,trocito,t 4 o ' T i . t o ,trocito,t4o'Ti.to,trocito,t4o'Ti.to
1,trompazo,1,trompazo,trompazo,trompazo,NC,trompazo,t 4 o m ' p a . T o ,trompazo,t 4 o m ' p a . T o ,trompazo,t 4 o m ' p a . T o ,trompazo,t 4 o m ' p a . T o ,trompazo,t4om'pa.To,trompazo,t4om'pa.To
1.3,trompeta,2,trompeta,trompeta,trompeta,NC,trompeta,t 4 o m ' p e . t a ,trompeta,t 4 o m ' p e . t a ,trompeta,t 4 o m ' p e . t a ,trompeta,t 4 o m ' p e . t a ,trompeta,t4om'pe.ta,trompeta,t4om'pe.ta
1.7,trona,5,trona,trona,trona,NC,trona,' t 4 o . n a ,trona,' t 4 o . n a ,trona,' t 4 o . n a ,trona,' t 4 o . n a ,trona,'t4o.na,trona,'t4o.na
1.3,tronco,2,tronco,tronco,tronco,NC,tronco,' t 4 o n_g . k o ,tronco,' t 4 o n_g . k o ,tronco,' t 4 o n . k o ,tronco,' t 4 o n . k o ,tronco,'t4on.ko,tronco,'t4on.ko
1,tropezó,1,tropezó,tropezar,tropezar,VMI,tropezar,t 4 o . p e ' T a 4 ,tropezó,t 4 o . p e ' T o ,tropezar,t 4 o . p e ' T a 4 ,tropezó,t 4 o . p e ' T o ,tropezar,t4o.pe'Ta4,tropezó,t4o.pe'To
1.3,trotar,2,trotar,trotar,trotar,VMN,trotar,t 4 o ' t a 4 ,trotar,t 4 o ' t a 4 ,trotar,t 4 o ' t a 4 ,trotar,t 4 o ' t a 4 ,trotar,t4o'ta4,trotar,t4o'ta4
2.15,trozo,14,trozo,trozo,trozo,NC,trozo,' t 4 o . T o ,trozo,' t 4 o . T o ,trozo,' t 4 o . T o ,trozo,' t 4 o . T o ,trozo,'t4o.To,trozo,'t4o.To
1,trozos,1,trozos,trozo,trozo,NC,trozo,' t 4 o . T o ,trozos,' t 4 o . T o s ,trozo,' t 4 o . T o ,trozos,' t 4 o . T o s ,trozo,'t4o.To,trozos,'t4o.Tos
1,truenos,1,truenos,trueno,trueno,NC,trueno,' t 4 w e . n o ,truenos,' t 4 w e . n o s ,trueno,' t 4 w e . n o ,truenos,' t 4 w e . n o s ,trueno,'t4we.no,truenos,'t4we.nos
3.33,tu,216,tu,tu,tu,DP,tu,t u ,tu,t u ,tu,' t u ,tu,' t u ,tu,'tu,tu,'tu
4.11,tú,1276,tú,tú,tú,PP,tú,' t u ,tú,' t u ,tú,' t u ,tú,' t u ,tú,'tu,tú,'tu
1,tuerce,1,tuerce,tuerce,tuerce,NC,tuerce,' t w e 4 . T e ,tuerce,' t w e 4 . T e ,tuerce,' t w e 4 . T e ,tuerce,' t w e 4 . T e ,tuerce,'twe4.Te,tuerce,'twe4.Te
1,tuércelo,1,tuércelo,torcer+lo,torcer,VMM+PP,torcer,t o 4 ' T e 4 ,tuércelo,' t w e 4 . T e . l o ,torcer,t o 4 ' T e 4 ,tuércelo,' t w e 4 . T e . l o ,torcer,to4'Te4,tuércelo,'twe4.Te.lo
1.48,tumba,3,tumba,tumba,tumba,NC,tumba,' t u m . b a ,tumba,' t u m . b a ,tumba,' t u m . b a ,tumba,' t u m . b a ,tumba,'tum.ba,tumba,'tum.ba
2,tumbada,10,tumbada,tumbar,tumbar,VMP,tumbar,t u m ' b a 4 ,tumbada,t u m ' b a . D_o a ,tumbar,t u m ' b a 4 ,tumbada,t u m ' b a . d a ,tumbar,tum'ba4,tumbada,tum'ba.da
1.3,tumbadita,2,tumbadita,tumbar,tumbar,VMP,tumbar,t u m ' b a 4 ,tumbadita,t u m . b a ' D_o i . t a ,tumbar,t u m ' b a 4 ,tumbadita,t u m . b a ' d i . t a ,tumbar,tum'ba4,tumbadita,tum.ba'di.ta
1.9,tumbado,8,tumbado,tumbar,tumbar,VMP,tumbar,t u m ' b a 4 ,tumbado,t u m ' b a . D_o o ,tumbar,t u m ' b a 4 ,tumbado,t u m ' b a . d o ,tumbar,tum'ba4,tumbado,tum'ba.do
1.3,tumbados,2,tumbados,tumbar,tumbar,VMP,tumbar,t u m ' b a 4 ,tumbados,t u m ' b a . D_o o s ,tumbar,t u m ' b a 4 ,tumbados,t u m ' b a . d o s ,tumbar,tum'ba4,tumbados,tum'ba.dos
1.3,túmbala,2,túmbala,tumbar+lo,tumbar,VMM+PP,tumbar,t u m ' b a 4 ,túmbala,' t u m . b a . l a ,tumbar,t u m ' b a 4 ,túmbala,' t u m . b a . l a ,tumbar,tum'ba4,túmbala,'tum.ba.la
1.3,tumbar,2,tumbar,tumbar,tumbar,VMN,tumbar,t u m ' b a 4 ,tumbar,t u m ' b a 4 ,tumbar,t u m ' b a 4 ,tumbar,t u m ' b a 4 ,tumbar,tum'ba4,tumbar,tum'ba4
1,tumbarla,1,tumbarla,tumbar+lo,tumbar,VMN+PP,tumbar,t u m ' b a 4 ,tumbarla,t u m ' b a 4 l a ,tumbar,t u m ' b a 4 ,tumbarla,t u m ' b a 4 l a ,tumbar,tum'ba4,tumbarla,tum'ba4la
1.3,tumbas,2,tumbas,tumba,tumba,NC,tumba,' t u m . b a ,tumbas,' t u m . b a s ,tumba,' t u m . b a ,tumbas,' t u m . b a s ,tumba,'tum.ba,tumbas,'tum.bas
1,tumbe,1,tumbe,tumbar,tumbar,VMS,tumbar,t u m ' b a 4 ,tumbe,' t u m . b e ,tumbar,t u m ' b a 4 ,tumbe,' t u m . b e ,tumbar,tum'ba4,tumbe,'tum.be
1,turno,1,turno,turno,turno,NC,turno,' t u 4 . n o ,turno,' t u 4 . n o ,turno,' t u 4 . n o ,turno,' t u 4 . n o ,turno,'tu4.no,turno,'tu4.no
1.48,turrón,3,turrón,turrón,turrón,NC,turrón,t u ' r o n ,turrón,t u ' r o n ,turrón,t u ' r o n ,turrón,t u ' r o n ,turrón,tu'ron,turrón,tu'ron
2.56,tus,36,tus,tu,tu,DP,tu,t u ,tus,' t u s ,tu,' t u ,tus,' t u s ,tu,'tu,tus,'tus
1,tuviera,1,tuviera,tener,tener,VMS,tener,t e ' n e 4 ,tuviera,t u ' B_o j e . 4 a ,tener,t e ' n e 4 ,tuviera,t u ' b j e . 4 a ,tener,te'ne4,tuviera,tu'bje.4a
1,tuviéramos,1,tuviéramos,tener,tener,VMS,tener,t e ' n e 4 ,tuviéramos,t u ' B_o j e . 4 a . m o s ,tener,t e ' n e 4 ,tuviéramos,t u ' b j e . 4 a . m o s ,tener,te'ne4,tuviéramos,tu'bje.4a.mos
1,tuvieras,1,tuvieras,tener,tener,VMS,tener,t e ' n e 4 ,tuvieras,t u ' B_o j e . 4 a s ,tener,t e ' n e 4 ,tuvieras,t u ' b j e . 4 a s ,tener,te'ne4,tuvieras,tu'bje.4as
1,tuviste,1,tuviste,tener,tener,VMI,tener,t e ' n e 4 ,tuviste,t u ' B_o i s . t e ,tener,t e ' n e 4 ,tuviste,t u ' b i s . t e ,tener,te'ne4,tuviste,tu'bis.te
1,tuvo,1,tuvo,tener,tener,VMI,tener,t e ' n e 4 ,tuvo,' t u . B_o o ,tener,t e ' n e 4 ,tuvo,' t u . b o ,tener,te'ne4,tuvo,'tu.bo
2.56,tuya,36,tuya,tuya,tuya,NC,tuya,' t u . j\\ a ,tuya,' t u . j\\ a ,tuya,' t u . L a ,tuya,' t u . L a ,tuya,'tu.La,tuya,'tu.La
1.3,tuyas,2,tuyas,tuya,tuya,NC,tuya,' t u . j\\ a ,tuyas,' t u . j\\ a s ,tuya,' t u . L a ,tuyas,' t u . L a s ,tuya,'tu.La,tuyas,'tu.Las
2.63,tuyo,43,tuyo,tuyo,tuyo,AP,tuyo,' t u . j\\ o ,tuyo,' t u . j\\ o ,tuyo,' t u . L o ,tuyo,' t u . L o ,tuyo,'tu.Lo,tuyo,'tu.Lo
1.48,tuyos,3,tuyos,tuyo,tuyo,AP,tuyo,' t u . j\\ o ,tuyos,' t u . j\\ o s ,tuyo,' t u . L o ,tuyos,' t u . L o s ,tuyo,'tu.Lo,tuyos,'tu.Los
1,txistu,1,txistu,txistu,txistu,NC,txistu,' tS i s . t u ,txistu,' tS i s . t u ,txistu,' C i s . t u ,txistu,' C i s . t u ,txistu,'Cis.tu,txistu,'Cis.tu
1.3,uah,2,uah,uah,uah,I,uah,' w a ,uah,' w a ,uah,' w a ,uah,' w a ,uah,'wa,uah,'wa
1.3,uf,2,uf,uf,uf,I,uf,' u f ,uf,' u f ,uf,' u f ,uf,' u f ,uf,'uf,uf,'uf
1.48,uh,3,uh,uh,uh,I,uh,' u ,uh,' u ,uh,' u ,uh,' u ,uh,'u,uh,'u
